"дата","инфляция","3.5. Индекс потребительских цен  (на конец периода, в % к концу предыдущего периода)","Цены на сырьевые товары: золото, руб./грамм.","3.3.1. Сводный индекс цен на продукцию (затраты, услуги) инвестиционного назначения (на конец периода, в % к концу предыдущего периода)","Акции  АПК: Акрон ","Индекс металлов и добычи","Цены на сырьевые товары: алюминий, USD","Цены на сырьевые товары: платина, руб./грамм.","Индекс нефти и газа","3.2.4. Средние цены производителей на продукцию животноводства.Яйцо,рублей за тыс.штук","Индекс МБ химии и нефтехимии","Акции АНК Башнефть, руб.","3.2.3. Средние цены производителей на продукцию животноводства.Молоко, рублей за тонну ","Курс USD","Цены на сырьевые товары: серебро, руб./грамм.","2.5. Просроченная задолженность по заработной плате на начало месяца, всего, млн рублей ","Объем ФНБ на начало периода, млрд. руб.","Цены на сырьевые товары: никель, USD","3.1.1.4 Топливо дизельное, рублей за тонну ","Сальдо внешней торговли, млн. USD","Цены на сырьевые товары: палладий, руб./грамм.","Обьем торгов, руб.","Учетная ставка","Денежная масса (М2)","1.14.1. Стоимость и изменение стоимости условного (минимального) набора продуктов питания  в расчете на месяц, рублей","3.2.1. Средние цены производителей на продукцию животноводства.Скот крупный рогатый (в живом весе), рублей за тонну ","3.1.1.5 Мазут топочный, рублей за тонну ","2.3 Кредиты, депозиты и прочие средства, предоставленные  корпоративным клиентам, физическим лицам и кредитным организациям, млрд.рублей","Средняя номинальная заработная плата, руб/мес","Курс акций, Сбер","Оборот внешней торговли, млн. USD","3.1.1.1 Нефть обезвоженная, обессоленная и стабилизированная, рублей за тонну","3.2.2. Средние цены производителей на продукцию животноводства.Птица (в живом весе), рублей за тонну ","3.1.1.3 Бензин автомобильный, рублей за тонну","Всего внешний долг,экв. млн. долл. США","Объем торгов МБ металлов и добычи, руб.","Количество безработных (на конец месяца), млн. чел.","Акции Группа ЛУКОЙЛ","в т.ч. по государственным гарантиям Российской Федерации в иностранной валюте:","1.5. Грузооборот транспорта, включая коммерческий и некоммерческий грузооборот, млрд тонно-км ","Коммерческий грузооборот транспорта, млрд. т-км."
2020-09-01,0.9993000000000001,99.9,4689.841,100.6,5920.0,9028.93,1784.0,2221.07,6910.41,4006,17295.13,1733.5,25269,75.72798636363635,63.36,1835,13256.66,14940.0,27567,15515,5563.887,493217140078.7,4.25,55294.2,4267.3,114553,12052,72509.3,49259,219.2193499248,50901.6868,17329,73550,27816,51809.1,374554850057.5,4.8,5009.5,13957.9,449.6,438.0
2020-10-01,1.0043,100.4,4748.219,100.5,6280.0,8836.44,1831.75,2186.733,6565.52,4441,17317.83,1640.5,25806,77.66354782608694,60.59913,1828,13733.05,15405.0,28451,17019,5868.599,419975172194.6,4.25,56023.9,4289.4,111814,11432,74706.3,49539,191.6634776392526,49969.747,16305,73972,26969,50364.9,282462049816.7,4.7,4489.0,13773.7,472.4,461.5
2020-11-01,1.0071,100.7,4629.63,100.0,6384.0,8720.28,1947.25,2258.375,5896.43,4887,16592.86,1508.5,26322,76.83946842105263,59.69053,1870,13298.63,15857.5,29219,17858,5815.466,671255308539.5,4.25,55871.6,4363.8,110032,11361,74942.9,49274,235.0369226290155,52144.77860000001,17042,74152,26781,51982.4,394772649909.93,4.6,4020.0,15404.7,460.6,450.2
2020-12-01,1.0083,100.8,4414.504,99.7,6112.0,9445.64,2034.75,2437.618,7119.32,5543,17778.36,1698.0,27122,74.21670434782608,58.78217,1898,13457.0153,16967.5,30047,17592,5589.793,676342632262.4,4.25,56122.6,4456.0,113020,12455,74401.8,69278,245.8016136854245,59944.0844,18162,77272,25378,54880.1,459880354783.64,4.4,5072.0,15886.9,479.1,468.6
2021-01-01,1.0067,100.7,4431.822,100.4,5926.0,10468.73,2006.63,2598.158,7376.81,5745,18227.06,1662.0,27296,74.392475,60.89938,1628,13545.66,17956.25,30571,15582,5650.124,651084679469.6,4.25,58652.1,4507.4,115102,14989,75001.4,49516,229.3820658912381,43813.4357,20859,78839,28119,56702.9,424499559971.47,4.3,5232.0,17596.6,453.0,444.8
2021-02-01,1.0078,100.8,4333.514,100.2,6092.0,10202.02,2080.0,2879.187,7421.21,5749,19857.08,1632.0,27392,74.31681578947371,65.43316,1872,13649.3,18663.75,30903,14499,5602.577,565243200128.8,4.25,57598.4,4583.2,112630,16404,77954.8,51229,268.98,50806.2702,23069,80991,28876,56260.1,468832589565.93,4.2,5417.5,17216.6,434.9,426.0
2021-03-01,1.0066,100.7,4125.01,100.4,6006.0,10226.12,2217.25,2830.055,7670.6,6099,20994.31,1629.5,27393,74.39713333333331,61.65238,1805,13552.05,16172.5,31898,13871,5899.283,701443890618.4,4.25,58178.2,4712.0,115906,18027,77186.2,55208,283.53,61452.9512,26092,87277,31367,56629.3,607815062631.58,4.1,5623.0,17573.9,480.2,470.0
2021-04-01,1.0058,100.6,4288.84,101.0,6206.0,10746.07,2331.63,2950.344,8398.63,6753,21264.62,1633.5,27237,76.14393181818183,62.25727,1730,13802.12,16348.75,32145,12718,6710.269,538849581826.4,4.5,58261.6,4800.2,111263,19427,79006.7,56614,285.64,62217.8824,27217,92424,31358,56104.6,608355813088.24,3.9,6152.5,17426.0,475.8,465.7
2021-05-01,1.0074,100.7,4387.033,100.5,6122.0,11501.4,2443.5,2891.073,7870.3,6162,22657.25,1559.0,26945,74.00427368421053,65.10158,1552,13825.43,17732.5,32338,13858,6869.107,521149311690.599,5.0,59206.3,4953.1,121067,18480,80233.1,56171,296.7,59167.2604,27450,92731,31606,56517.7,466204324591.35,3.7,5815.0,17710.6,484.5,474.3
2021-06-01,1.0069,100.7,4300.079,100.5,6044.0,11986.31,2447.25,2637.658,8255.96,4750,23677.59,1526.0,26748,72.61685714285713,63.11952,1585,13938.08,18070.0,33792,14857,6367.907,695487785917.3,5.25,59194.1,5183.9,121228,18935,81115.2,58782,314.62,68004.0089,28774,89558,32750,58149.5,524343522837.68,3.6,6023.5,17502.0,467.8,456.6
2021-07-01,1.0031,100.3,4285.23,101.4,5970.0,11168.74,2507.5,2583.53,8898.69,4500,24338.78,1479.5,26633,73.88989130434781,61.18043,1511,13574.58,18655.0,34282,11358,6482.745,658787940906.999,5.5,59583.9,5037.9,123762,22924,81604.4,55170,293.23,68816.25469999999,30430,89714,34037,58542.2,425107208883.74,3.4,6770.0,18077.1,473.6,462.4
2021-08-01,1.0017,100.2,4218.793,100.7,6052.0,11742.04,2598.25,2384.78,8472.27,4493,24484.74,1400.0,26720,73.58273333333332,56.75714,1538,13757.05,19122.5,33956,14538,5996.694,581938508920.7,6.5,59379.7,4870.2,125613,19418,83096.9,52355,324.6,68171.4222,31211,90926,35248,58691.8,379375529267.96,3.4,6308.5,18234.4,477.8,466.4
2021-09-01,1.006,100.6,4184.633,100.5,6558.0,11527.53,2877.75,2294.054,8625.83,4666,27123.78,1447.0,27067,72.92621818181817,54.91818,1327,14016.994,19506.25,33344,12541,5057.08,948429215101.7,6.75,59816.9,4890.7,125521,20803,84295.8,54687,326.43,70000.31770000001,29306,93498,34388,58530.1,607385346147.72,3.3,6302.0,18124.4,473.7,462.5
2021-10-01,1.0111,101.1,4071.275,100.5,7020.0,10688.67,2928.75,2329.605,9470.64,5579,26842.5,1449.0,27917,71.4500909090909,53.30727,1369,13898.52,19420.0,34416,10255,4636.227,984328029413.749,6.75,60606.2,5033.6,122631,24161,85324.6,54649,365.15,71840.51879999999,30735,98049,33766,58604.0,605021125032.19,3.3,6863.5,18506.4,500.3,489.0
2021-11-01,1.0096,101.0,4265.57,100.8,8920.0,11194.08,2646.0,2430.559,9462.04,6168,28698.51,1506.0,28802,72.69891052631579,56.94105,1344,13945.07,19640.0,37154,13807,4707.074,1034386115137.45,7.5,60813.7,5133.3,129808,23347,86570.7,55639,338.23,74842.19380000001,34492,103436,31517,59312.72231904999,546824325426.36,3.2,7261.0,19222.91236819,486.8,476.3
2021-12-01,1.0082,100.8,4239.336,100.8,13200.0,11149.68,2646.25,2248.153,8833.46,6533,29457.66,1380.5,29632,73.6,53.35652,1257,13886.33,19987.5,38870,15818,4279.783,826417192986.549,7.5,62312.5,5234.8,132876,23052,88379.2,77994,305.34,86683.4958,34854,98191,28800,58557.1,391040345612.79,3.2,6600.0,18681.1,493.0,482.4
2022-01-01,1.0099,101.0,4483.923,101.3,12596.0,11188.44,3000.63,2462.823,9232.76,6142,29788.26,1369.5,30642,76.59474666666665,57.38,786,13565.35,22232.5,41264,17995,5009.907,1070976882660.64,8.5,66252.9,5427.2,130462,23269,89649.5,55717,268.64,69167.2798,31997,102211,29851,59702.0,525326110430.62,3.3,6594.0,18839.7,488.3,479.7
2022-02-01,1.0117,101.2,4592.624,101.1,13068.0,10359.74,3220.75,2595.284,8910.57,5987,28594.62,1395.5,31681,77.16937368421054,57.72526,915,13610.27,23402.5,40779,12906,5816.181,1016931279102.35,8.5,65310.3,5512.2,129951,27873,90121.1,57344,208.0,68652.0,39139,100261,30828,59488.0,564629619209.96,3.1,6878.0,18737.5,439.8,431.2
2022-03-01,1.0761,107.6,6467.795,106.3,15998.0,8802.86,3528.5,3480.859,6712.31,6336,32275.54,1190.5,32272,103.4700454545454,83.72591,931,12935.11,35667.5,35751,8682,8667.058,70495969644.1,20.0,66659.7,6013.3,131399,27069,80655.5,66757,131.5,62820.0,46781,99526,25436,58518.0,36142455235.61,3.1,5315.0,17693.3,497.4,487.5
2022-04-01,1.0156,101.6,4853.193,101.6,23000.0,9155.61,3277.0,2425.03,7196.89,6292,38191.8,1111.5,32776,77.89918636363637,61.945,1008,13052.3,33250.0,36232,15597,5821.005,274008011925.0,17.0,68203.5,6252.5,142321,20635,80611.5,62269,123.85,56867.0,51598,105233,22704,57143.2,125531826325.24,3.0,5668.5,18067.5,469.2,459.3
2022-05-01,1.0012,100.1,3757.711,101.2,17428.0,8684.01,2871.25,1954.682,6398.02,5143,32642.98,1010.0,33031,63.3127411764706,44.53882,889,11005.37,27910.0,37210,22225,4171.001,259916508074.95,14.0,68475.3,6335.3,148248,14985,78287.8,62457,120.52,52195.0,33146,106281,20433,56433.3,66778849446.51,2.9,4746.0,18318.8,475.7,465.9
2022-06-01,0.9965,99.7,3379.304,100.1,16496.0,7607.19,2552.38,1762.301,6252.99,4755,31919.69,1037.5,33067,57.17855714285714,39.75286,890,12475.93,25648.75,37494,21865,3539.929,377108815652.25,11.0,68993.41499249001,6191.3,153742,15629,76910.1,66572,131.5,53123.0,30159,103627,19951,56507.5,125095427809.49,3.0,4050.0,18550.1,440.5,429.7
2022-07-01,0.9961,99.6,3261.9,100.4,18022.0,6467.28,2421.75,1634.84,6264.23,4616,34249.27,1141.0,32971,58.2214,35.88318,802,10774.98,21565.0,37954,21389,3680.244,282262034207.35,9.5,69623.2,5864.0,148317,16565,75306.3,62200,129.75,54519.0,29625,101941,20874,58111.734825,112425993348.85,2.9,3915.0,19998.20726521,449.1,438.2
2022-08-01,0.9948,99.5,3433.563,100.6,16620.0,6012.08,2428.5,1773.438,6129.98,4690,33112.83,992.5,33173,60.39191818181818,38.58591,732,12155.89,22147.5,38581,23093,4150.399,292693345912.75,8.0,70825.4,5636.4,148412,15488,77769.8,59907,131.5,54069.0,27859,102272,26367,56797.9,140762599713.12,2.9,3883.0,18881.7,458.4,447.1
2022-09-01,1.0005,100.1,3246.386,100.2,17744.0,6226.92,2266.0,1688.176,6524.91,5011,36288.51,1037.5,33425,59.82150000000001,36.14409,845,11869.9,22698.75,39317,26679,4045.154,559045533950.35,8.0,73333.3,5500.6,142744,12638,79186.4,61879,126.24,51955.0,27675,102536,25014,56582.4,161470463879.72,2.9,4250.5,18773.4,439.9,429.3
2022-10-01,1.0018,100.2,3272.622,100.6,14700.0,4659.1,2260.5,1783.208,5346.58,5517,28911.19,790.0,33916,61.11584285714285,38.00048,942,10792.19,22200.0,38689,30947,4145.776,277729510704.65,7.5,75096.8,5500.1,148142,7742,80486.0,62470,116.35,46431.0,25345,98942,19367,56591.7,168393836617.33,2.9,3980.0,19282.9,466.6,455.7
2022-11-01,1.0037,100.4,3365.745,100.5,16144.0,5384.06,2383.75,1928.91,5928.3,5839,30419.53,926.0,34181,60.85299523809524,40.84476,884,11374.08,25630.0,39717,31120,3751.705,147308483057.8,7.5,75636.5,5511.3,142771,8597,82591.1,63060,136.61,48314.0,26172,98218,16956,56033.97223063,140752000865.91,2.7,4725.0,18560.59099291,459.7,449.5
2022-12-01,1.0078,100.8,3796.31,100.2,18024.0,5661.42,2439.13,2130.28,5719.93,6048,31196.01,923.5,34641,65.81498695652175,48.95043,1029,11389.51,28967.5,40507,33343,3821.402,144185919070.6,7.5,76873.3,5562.6,145837,7164,83450.1,88468,138.64,47671.0,23768,97588,17692,57372.8,132194040368.94,2.8,4618.0,19662.5,470.4,460.0
