"дата","ВВП","Индекс обрабатывающего производства по ОКВЭД2, с поправкой на сезонность, 2002.1(факт)=100","1.12. Оборот розничной торговли, млрд рублей","1.13. Объем платных услуг населению (по данным оперативной отчетности), млрд рублей","Объем государственного внутреннего долга Российской Федерации - всего,млрд.руб.","Индекс промышленного производства по ОКВЭД2, с поправкой на сезонность, 2002.1(факт)=100","Количество безработных (на конец месяца), млн. чел.","Денежная масса (М2)","1.14.2. Стоимость и изменение стоимости фиксированного набора потребительских товаров и услуг  в расчете на месяц, рублей","2.3 Кредиты, депозиты и прочие средства, предоставленные  корпоративным клиентам, физическим лицам и кредитным организациям, млрд.рублей","1.9.1 экспорт товаров – всего, млрд руб.","Индекс МБ химии и нефтехимии","Индекс реального объема сельскохозяйственного производства, с поправкой на сезонность (1993.1 (факт.) =100)","1.9.2 импорт товаров – всего, млрд руб.","3.2.2. Средние цены производителей на продукцию животноводства.Птица (в живом весе), рублей за тонну ","в т.ч. по государственным гарантиям Российской Федерации в иностранной валюте:","3.1.1.4 Топливо дизельное, рублей за тонну ","3.2.1. Средние цены производителей на продукцию животноводства.Скот крупный рогатый (в живом весе), рублей за тонну ","Акции НОВАТЭК","1.14.1. Стоимость и изменение стоимости условного (минимального) набора продуктов питания  в расчете на месяц, рублей","Средняя номинальная заработная плата, руб/мес","Акции АПК: Фосагро","1.6.Инвестиции в основной капитал, млрд рублей","Численность занятых в возрасте 15-72 лет, млн человек","Индкс_ГО_МБ_RGBITR","Норма безработицы (на конец месяца), %","3.2.3. Средние цены производителей на продукцию животноводства.Молоко, рублей за тонну ","Акции  АПК: Акрон ","Ввод в действие жилых домов организациями  всех форм собственности, млн кв.м общей площади жилых помещений","3.1.1.1 Нефть обезвоженная, обессоленная и стабилизированная, рублей за тонну","Индекс производства по добыче полезных ископаемых по ОКВЭД2, с поправкой на сезонность, 2002.1(факт)=100","Акции Группа ЛУКОЙЛ","1.7. Объем работ_Строительства_в фактических ценах соответствующих лет, млрд рублей","Объем работ, выполненных по виду деятельности Строительство в текущих ценах, млрд. руб.","Индекс обрабатывающего производства по ОКВЭД2, с поправкой на сезонность, 2002.1(факт)=100","Индекс промышленного производства по ОКВЭД2, 2002.1=100","Цены на сырьевые товары: палладий, руб./грамм.","1.5. Грузооборот транспорта, включая коммерческий и некоммерческий грузооборот, млрд тонно-км ","Коммерческий грузооборот транспорта, млрд. т-км.","2.5. Просроченная задолженность по заработной плате на начало месяца, всего, млн рублей ","Объем ФНБ на начало периода, млрд. руб.","Курс акций, Сбер","Индекс нефти и газа","Индекс металлов и добычи","3.1.1.2 Газ горючий природный (газ естественный), рублей за тыс.куб.м","Цены на сырьевые товары: серебро, руб./грамм.","Индекс производства по добыче полезных ископаемых по ОКВЭД2, 2002.1=100","1.8. Ввод в действие жилых домов организациями  всех форм собственности, млн кв.м общей площади жилых помещений","Индекс обрабатывающего производства по ОКВЭД2, 2002.1=100","Цены на сырьевые товары: золото, руб./грамм.","Биржевые индексы: MOEX","Курс акций Газпром, руб","1.4.1 Производство продуктов животноводства в хозяйствах всех категорий Скот и птица  на убой в живом весе, тыс.тонн ","3.1.1.5 Мазут топочный, рублей за тонну ","Сальдо торгового баланса,  млрд.руб","Цены на сырьевые товары: алюминий, USD","Опережающий индекс","Акции АНК Башнефть, руб.","3.2.4. Средние цены производителей на продукцию животноводства.Яйцо,рублей за тыс.штук","Baltic Dry Index","Цены на сырьевые товары: никель, USD","Цены на сырьевые товары: пшеница, USD","3.4. Индексы тарифов на грузовые перевозки  (на конец периода, в % к концу предыдущего периода)","Курс USD","3.3.1. Сводный индекс цен на продукцию (затраты, услуги) инвестиционного назначения (на конец периода, в % к концу предыдущего периода)","Цены на сырьевые товары: медь, USD","Объем торгов МБ металлов и добычи, руб.","государственные гарантии Российской Федерации в валюте Российской Федерации, млрд.руб.","Учетная ставка","Всего внешний долг,экв. млн. долл. США","3.1.1.3 Бензин автомобильный, рублей за тонну","Обьем торгов, руб.","Цены на сырьевые товары: платина, руб./грамм.","Сальдо внешней торговли, млн. USD","3.5. Индекс потребительских цен  (на конец периода, в % к концу предыдущего периода)","Оборот внешней торговли, млн. USD"
2020-08-01 00:00:00,9256.333333,213.5,3001.3,808.5,11402.559,160.6,4.8,54687.4,16795.1,71713.9,1738.29096,16986.82,323.1,1488.91872,74537,13806,28989,114545,1088.4,4364.9,47649,2689,1653.066667,70.5,611.63,6.4,24806,5790,6.7,17315,140.8,5072,884.1,884.1,73.2,187.5,5135.486,450,438.4,2177,12958.68,217.998558,6880.58,8726.07,2248,63.48524,140.5,6.7,201.7,4676.865,3009.748095,181.01,1213,10680,3.379114202,1772.75,91.80308361,1730,3963,1488,14503.75,510.2,100,73.79810952,100.9,6412.72,324678950868,753.641,4.25,51625.7,29086,393960735783,2230.407,18309,100,43172.0634
2020-09-01 00:00:00,9256.333333,214.2,2953.2,835.2,11584.99666,161.3,4.8,55294.2,16767.8,72509.3,2470.8768,17295.13,322.1,1633.20096,73550,13957.9,27567,114553,1109,4267.3,49259,2792,1653.066667,70.5,610.1,6.3,25269,5920,7.9,17329,141.4,5009.5,1030.7,1030.7,73.7,189.1,5563.887,449.6,438,1835,13256.66,219.2193499,6910.41,9028.93,2245,63.36,140.7,7.9,203.9,4689.841,2923.413182,169.97,1348,12052,11.06164154,1784,91.15491513,1733.5,4006,1725,14940,549.6,100.1,75.72798636,100.6,6693.81,374554850058,754.5633571,4.25,51809.1,27816,493217140079,2221.07,15515,99.9,50901.6868
2020-10-01 00:00:00,10362.66667,214.6,3038.7,826.5,12402.28671,161.9,4.7,56023.9,16836.7,74706.3,2270.18661,17317.83,320.4,1735.89906,73972,13773.7,28451,111814,1068,4289.4,49539,2864,2754.1,70.3,607.69,6.3,25806,6280,7.3,16305,141.9,4489,980.6,980.6,74.5,194.6,5868.599,472.4,461.5,1828,13733.05,191.6634776,6565.52,8836.44,1779,60.59913,143.7,7.3,208.3,4748.219,2810.621364,154.28,1427,11432,6.8795151,1831.75,90.91170115,1640.5,4441,1283,15405,604.85,94.6,77.66354783,100.5,6771.25,282462049817,745.2300224,4.25,50364.9,26969,419975172195,2186.733,17019,100.4,49969.747
2020-11-01 00:00:00,10362.66667,214.9,3021.1,819.9,13924.644,162.5,4.6,55871.6,16952.2,74942.9,2287.179,16592.86,318.8,1726.27016,74152,15404.7,29219,110032,952.2,4363.8,49274,2802,2754.1,70.7,612.54,6.1,26322,6384,9.4,17042,142.5,4020,922.4,922.4,75.5,195.8,5815.466,460.6,450.2,1870,13298.63,235.0369226,5896.43,8720.28,1765,59.69053,142.4,9.4,209.5,4629.63,3015.494,181.89,1588,11361,7.299749094,1947.25,91.69149927,1508.5,4887,1227,15857.5,600.15,107.4,76.83946842,100,7022.85,394772649910,760.02,4.25,51982.4,26781,671255308540,2258.375,17858,100.7,52144.7786
2020-12-01 00:00:00,10362.66667,215.7,3601.7,897.3,14685.855,163.3,4.4,56122.6,17052.7,74401.8,2651.03604,17778.36,317.6,1851.4328,77272,15886.9,30047,113020,1203.2,4456,69278,3026,2754.1,70.8,620.95,5.9,27122,6112,17.1,18162,143.2,5072,1304.8,1304.8,76.5,213.8,5589.793,479.1,468.6,1898,13457.0153,245.8016137,7119.32,9445.64,1771,58.78217,149,17.1,238.7,4414.504,3232.552273,212.98,1752,12455,10.7738985,2034.75,92.19590139,1698,5543,1366,16967.5,604.45,99.9,74.21670435,99.7,7797.78,459880354784,733.589,4.25,54880.1,25378,676342632262,2437.618,17592,100.8,59944.0844
2021-01-01 00:00:00,9030.333333,217.1,2842.1,832.8,14751.438,164.6,4.3,58652.1,17347.7,75001.4,2034.5025,18227.06,317.2,1347.795,78839,17596.6,30571,115102,1257.8,4507.4,49516,3150,1058.533333,70.7,621,5.8,27296,5926,5.7001,20859,144.3,5232,465.8,465.8,77.5,183.2,5650.124,453,444.8,1628,13545.66,229.3820659,7376.81,10468.73,1684,60.89938,141.9,5.7001,176.6,4431.822,3412.641579,212.83,1112,14989,9.230873149,2006.63,92.62157804,1662,5745,1452,17956.25,653.8,103.1,74.392475,100.4,7981.31,424499559971,695.245,4.25,56702.9,28119,651084679470,2598.158,15582,100.7,43813.4357
2021-02-01 00:00:00,9030.333333,219,2797,861.2,14794.696,166.3,4.2,57598.4,17443.1,77954.8,2254.56428,19857.08,317.6,1567.78084,80991,17216.6,30903,112630,1279.6,4583.2,51229,3628,1058.533333,70.8,615.27,5.7,27392,6092,5.4464,23069,145.6,5417.5,502.2,502.2,78.2,182.6,5602.577,434.9,426,1872,13649.3,268.98,7421.21,10202.02,1689,65.43316,135,5.4464,183.7,4333.514,3408.367,217.56,1128,16404,9.241292603,2080,93.23997937,1632,5749,1675,18663.75,649.9,100,74.31681579,100.2,8390.27,468832589566,703.201,4.25,56260.1,28876,565243200129,2879.187,14499,100.8,50806.2702
2021-03-01 00:00:00,9030.333333,220.9,3084.6,923.3,14880.142,168,4.1,58178.2,17599,77186.2,2745.0334,20994.31,318.4,1956.4665,87277,17573.9,31898,115906,1291,4712,55208,4050,1058.533333,71,604.09,5.4,27393,6006,6.6449,26092,146.9,5623,689.9,689.9,78.5,197.9,5899.283,480.2,470,1805,13552.05,283.53,7670.6,10226.12,1685,61.65238,146.7,6.6449,207.3,4125.01,3483.779091,227.24,1237,18027,10.59942587,2217.25,93.30037289,1629.5,6099,2046,16172.5,641.5,100,74.39713333,100.4,8993.79,607815062632,702.699,4.25,56629.3,31367,701443890618,2830.055,13871,100.7,61452.9512
2021-04-01 00:00:00,10305,222.4,3118,936.4,15434.447,169.4,3.9,58261.6,17714.1,79006.7,2729.746,21264.62,319.1,1955.59896,92424,17426,32145,111263,1491,4800.2,56614,4060,1574.8,71.2,600.28,5.2,27237,6206,6.0124,27217,148.1,6152.5,721.9,721.9,78.5,193.1,6710.269,475.8,465.7,1730,13802.12,285.64,8398.63,10746.07,1971,62.25727,145.2,6.0124,201.9,4288.84,3553.729545,231.38,1207,19427,10.1668908,2331.63,93.66492617,1633.5,6753,3053,16348.75,648.3,103.5,76.14393182,101,9216.18,608355813088,702.124,4.5,56104.6,31358,538849581826,2950.344,12718,100.6,62217.8824
2021-05-01 00:00:00,10305,223.2,3169.4,919,15832.77757,170.3,3.7,59206.3,17905.2,80233.1,2567.92305,22657.25,319.4,1798.24524,92731,17710.6,32338,121067,1364.2,4953.1,56171,4360,1574.8,71.6,604.48,4.9,26945,6122,4.9685,27450,149.1,5815,772.8,772.8,78.5,190.2,6869.107,484.5,474.3,1552,13825.43,296.7,7870.3,11501.4,1965,65.10158,147.2,4.9685,197.7,4387.033,3667.3915,261.03,1213,18480,10.40045083,2443.5,94.49881184,1559,6162,2596,17732.5,708.6,99.9,74.00427368,100.5,10189.8,466204324591,714.1620915,5,56517.7,31606,521149311691,2891.073,13858,100.7,59167.2604
2021-06-01 00:00:00,10305,223.5,3206.5,937.8,15980.095,170.9,3.6,59194.1,18077.3,81115.2,3134.27233,23677.59,319.6,1832.69788,89558,17502,33792,121228,1452.4,5183.9,58782,4700,1574.8,71.7,605.37,4.8,26748,6044,7.7083,28774,149.7,6023.5,979.5,979.5,78.7,192.8,6367.907,467.8,456.6,1585,13938.08,314.62,8255.96,11986.31,1967,63.11952,145.2,7.7083,206.7,4300.079,3820.791364,281.8,1183,18935,17.92386095,2447.25,95.13204336,1526,4750,3383,18070,664.1,100,72.61685714,100.5,9607.78,524343522838,721.898,5.25,58149.5,32750,695487785917,2637.658,14857,100.7,68004.0089
2021-07-01 00:00:00,11408.33333,223.5,3310.1,933.5,16186.672,171.1,3.4,59583.9,18134.5,81604.4,3175.59252,24338.78,320.2,1922.41176,89714,18077.1,34282,123762,1608,5037.9,55170,4804,1885,72,604.08,4.5,26633,5970,7.4009,30430,150,6770,967.9,967.9,79,192.6,6482.745,473.6,462.4,1511,13574.58,293.23,8898.69,11168.74,2048,61.18043,146.5,7.4009,205.4,4285.23,3804.949091,287.35,1199,22924,16.96011102,2507.5,94.72641491,1479.5,4500,3292,18655,679.6,99.7,73.8898913,101.4,9516.84,425107208884,724.643,5.5,58542.2,34037,658787940907,2583.53,11358,100.3,68816.2547
2021-08-01 00:00:00,11408.33333,223.6,3437.2,970.8,16339.568,171.3,3.4,59379.7,18106.3,83096.9,3172.70625,24484.74,321.9,1915.83637,90926,18234.4,33956,125613,1639.8,4870.2,52355,4645,1885,72.3,614.55,4.4,26720,6052,8.4045,31211,150.3,6308.5,1010.2,1010.2,79.3,194.2,5996.694,477.8,466.4,1538,13757.05,324.6,8472.27,11742.04,2065,56.75714,147.2,8.4045,208.1,4218.793,3866.512727,305.65,1224,19418,17.08104365,2598.25,93.8640585,1400,4493,4132,19122.5,720.65,100,73.58273333,100.7,9549.91,379375529268,716.499,6.5,58691.8,35248,581938508921,2384.78,14538,100.2,68171.4222
2021-09-01 00:00:00,11408.33333,224.1,3413.8,985.4,16483.37251,171.6,3.3,59816.9,18238.9,84295.8,3295.95524,27123.78,324.3,1857.85384,93498,18124.4,33344,125521,1731.4,4890.7,54687,4882,1885,72.3,614.33,4.3,27067,6558,10.2695,29306,150.5,6302,1129.9,1129.9,79.6,198.7,5057.08,473.7,462.5,1327,14016.994,326.43,8625.83,11527.53,2061,54.91818,149,10.2695,214.4,4184.633,4028.552727,360.8,1323,20803,19.71995033,2877.75,94.10979853,1447,4666,5167,19506.25,711.7,100,72.92621818,100.5,9445.19,607385346148,724.1877562,6.75,58530.1,34388,948429215102,2294.054,12541,100.6,70000.3177
2021-10-01 00:00:00,12927.66667,224.9,3483.7,983.3,16678.14271,172.1,3.3,60606.2,18416.7,85324.6,3302.02848,26842.5,327.1,1894.80188,98049,18506.4,34416,122631,1915,5033.6,54649,5063,3130.133333,72.3,607.95,4.3,27917,7020,9.7077,30735,150.8,6863.5,1095.5,1095.5,79.7,204.9,4636.227,500.3,489,1369,13898.52,365.15,9470.64,10688.67,1849,53.30727,153.6,9.7077,219.5,4071.275,4221.789048,350.18,1449,24161,19.69523876,2928.75,94.47898071,1449,5579,3519,19420,745.3,98.4,71.45009091,100.5,9759.62,605021125032,730.8307834,6.75,58604,33766,984328029414,2329.605,10255,101.1,71840.5188
2021-11-01 00:00:00,12927.66667,225.6,3433.1,984,16737.638,172.6,3.2,60813.7,18578.7,86570.7,3670.72088,28698.51,330.1,2089.16774,103436,19222.91237,37154,129808,1799.6,5133.3,55639,5600,3130.133333,72.2,587.16,4.3,28802,8920,8.891,34492,151,7261,1131.9,1131.9,79.7,206,4707.074,486.8,476.3,1344,13945.07,338.23,9462.04,11194.08,1855,56.94105,151.2,8.891,221.8,4265.57,4071.658095,334.24,1629,23347,21.75483963,2646,93.60043582,1506,6168,3018,19640,816,100.1,72.69891053,100.8,9632.03,546824325426,730.57,7.5,59312.72232,31517,1034386115137,2430.559,13807,101,74842.1938
2021-12-01 00:00:00,12927.66667,225.8,4176.2,1053.7,16764.97814,172.7,3.2,62312.5,18728.2,88379.2,4313.50027,29457.66,333.1,2285.82901,98191,18681.1,38870,132876,1639,5234.8,77994,5699,3130.133333,72.5,584.15,4.3,29632,13200,11.4063,34854,150.9,6600,1580.4,1580.4,79.7,224.8,4279.783,493,482.4,1257,13886.33,305.34,8833.46,11149.68,1860,53.35652,157.8,11.4063,253.1,4239.336,3761.187727,342.39,1817,23052,27.54988125,2646.25,92.51844924,1380.5,6533,2217,19987.5,785.5,100,73.6,100.8,9509.4,391040345613,738.5496077,7.5,58557.1,28800,826417192987,2248.153,15818,100.8,86683.4958
2022-01-01 00:00:00,11543,225.2,3221.6,989.5,16486.443,172.2,3.3,66252.9,18665,89649.5,3567.4745,29788.26,335.9,1815.1232,102211,18839.7,41264,130462,1722,5427.2,55717,5863,1331.7,71.5,590.3,4.4,30642,12596,10.3432,31997,150.5,6594,522.8,522.8,79.7,192.2,5009.907,488.3,479.7,786,13565.35,268.64,9232.76,11188.44,2226,57.38,150.2,10.3432,188.7,4483.923,3585.712857,334.8,1176,23269,22.87821784,3000.63,92.52112367,1369.5,6142,1418,22232.5,765.8,102.9,76.59474667,101.3,9772.3,525326110431,726.593,8.5,59702,29851,1070976882661,2462.823,17995,101,69167.2798
2022-02-01 00:00:00,11543,223.8,3255.7,992.5,16494.49816,171.4,3.1,65310.3,18823.9,90121.1,4118.0375,28594.62,338.6,1803.8654,100261,18737.5,40779,129951,1637.8,5512.2,57344,5484,1331.7,71.7,564.82,4.1,31681,13068,9.9944,39139,150.2,6878,592.5,592.5,79.7,188.8,5816.181,439.8,431.2,915,13610.27,208,8910.57,10359.74,2318,57.72526,142.4,9.9944,191.9,4592.624,3343.366111,228,1184,27873,29.98821928,3220.75,91.91852144,1395.5,5987,2040,23402.5,785.4,100.1,77.16937368,101.1,9928.28,564629619210,726.7992952,8.5,59488,30828,1016931279102,2595.284,12906,101.2,68652
2022-03-01 00:00:00,11543,222.2,3749.6,1036.3,16609.07498,170.4,3.1,66659.7,19826.5,80655.5,4144.6531,32275.54,341,1815.5241,99526,17693.3,35751,131399,1132,6013.3,66757,5490,1331.7,71.4,479,4.1,32272,15998,8.9474,46781,149.9,5315,821.9,821.9,79.7,200.8,8667.058,497.4,487.5,931,12935.11,131.5,6712.31,8802.86,2313,83.72591,154,8.9474,206.1,6467.795,2519.728333,242.48,1300,27069,22.51017664,3528.5,84.55831997,1190.5,6336,2358,35667.5,1102,103.4,103.4700455,106.3,10389.32,36142455236,733.3404869,20,58518,25436,70495969644,3480.859,8682,107.6,62820
2022-04-01 00:00:00,11554.66667,220.7,3387.2,1018.5,16606.18528,169.3,3,68203.5,20081.6,80611.5,3500.4551,38191.8,343.3,1533.3396,105233,18067.5,36232,142321,1455,6252.5,62269,8196,1909.066667,71.9,519.67,4,32776,23000,8.3152,51598,149.6,5668.5,897.6,897.6,79.7,189.6,5821.005,469.2,459.3,1008,13052.3,123.85,7196.89,9155.61,2722,61.945,142.3,8.3152,197.1,4853.193,2464.659048,240.4,1243,20635,25.25206734,3277,83.99767119,1111.5,6292,2404,33250,1075.3,100.3,77.89918636,101.6,10368.1,125531826325,732.6067525,17,57143.2,22704,274008011925,2425.03,15597,101.6,56867
2022-05-01 00:00:00,11554.66667,219.6,3417.9,1002,16611.419,168.5,2.9,68475.3,20187.1,78287.8,3110.0917,32642.98,345.4,1362.3448,106281,18318.8,37210,148248,1036.8,6335.3,62457,7099,1909.066667,71.9,563.61,3.9,33031,17428,6.8709,33146,149.4,4746,896.7,896.7,79.6,187.1,4171.001,475.7,465.9,889,11005.37,120.52,6398.02,8684.01,3198,44.53882,145,6.8709,192.3,3757.711,2373.321667,293.75,1275,14985,27.60497915,2871.25,86.1058783,1010,5143,2566,27910,1137.6,98.3,63.31274118,101.2,9399.99,66778849447,732.523,14,56433.3,20433,259916508075,1954.682,22225,100.1,52195
2022-06-01 00:00:00,11554.66667,219.2,3437.8,1029.9,16619.899,168,3,68993.41499,20070.9,76910.1,2521.5894,31919.69,347.6,1104.5572,103627,18550.1,37494,153742,907.8,6191.3,66572,7125,1909.066667,72,579.35,3.9,33067,16496,8.1399,30159,149.2,4050,1100.6,1100.6,79.4,189.5,3539.929,440.5,429.7,890,12475.93,131.5,6252.99,7607.19,3137,39.75286,146.8,8.1399,199.3,3379.304,2341.398571,207,1208,15629,24.78258058,2552.38,86.03930494,1037.5,4755,2240,25648.75,1056.1,104.3,57.17855714,100.1,9122.21,125095427809,732.24,11,56507.5,19951,377108815652,1762.301,21865,99.7,53123
2022-07-01 00:00:00,12276.33333,219.3,3529.9,1038.7,16681.441,167.8,2.9,69623.2,19968.9,75306.3,3021.8657,34249.27,349.9,1323.6982,101941,19998.20727,37954,148317,1025.8,5864,62200,7825,2232.066667,72.1,607.9,3.9,32971,18022,8.008,29625,148.9,3915,1144,1144,79.3,191.8,3680.244,449.1,438.2,802,10774.98,129.75,6264.23,6467.28,3527,35.88318,147.7,8.008,203.6,3261.9,2150.73619,195.26,1235,16565,29.16741095,2421.75,87.97921321,1141,4616,1895,21565,813.25,117.82,58.2214,100.4,7476.45,112425993349,733.626,9.5,58111.73483,20874,282262034207,1634.84,21389,99.6,54519
2022-08-01 00:00:00,12276.33333,220,3627.2,1085.6,16231.107,168,2.9,70825.4,19850.1,77769.8,2975.5347,33112.83,352.4,1303.4034,102272,18881.7,38581,148412,1055.2,5636.4,59907,7450,2232.066667,72.6,618.6,3.8,33173,16620,9.0685,27859,148.6,3883,1188.4,1188.4,79.2,194.1,4150.399,458.4,447.1,732,12155.89,131.5,6129.98,6012.08,3058,38.58591,148.4,9.0685,207.1,3433.563,2194.585652,254.9,1253,15488,27.68799784,2428.5,88.12370672,992.5,4690,965,22147.5,784.9,100.2,60.39191818,100.6,7946.04,140762599713,727.45,8,56797.9,26367,292693345913,1773.438,23093,99.5,54069
2022-09-01 00:00:00,12276.33333,220.8,3532.9,1080.8,16226.31,168.4,2.9,73333.3,19821.8,79186.4,2829.6413,36288.51,355.4,1239.4963,102536,18773.4,39317,142744,1133.8,5500.6,61879,7950,2232.066667,72,616.89,3.9,33425,17744,9.4513,27675,148.2,4250.5,1274.1,1274.1,79.3,194.6,4045.154,439.9,429.3,845,11869.9,126.24,6524.91,6226.92,3112,36.14409,147.2,9.4513,208.2,3246.386,2276.477273,217.7,1348,12638,26.58149662,2266,87.86193452,1037.5,5011,1760,22698.75,863.2,100.2,59.8215,100.2,7636.01,161470463880,726.102,8,56582.4,25014,559045533950,1688.176,26679,100.1,51955
2022-10-01 00:00:00,12700,221.5,3573.4,1082,16228.832,168.9,2.9,75096.8,19885.9,80486,3032.7091,28911.19,358.5,1328.4481,98942,19282.9,38689,148142,976.4,5500.1,62470,6305,3749.6,72.1,579.45,3.9,33916,14700,8.6762,25345,147.8,3980,1301.8,1301.8,79.5,201.2,4145.776,466.6,455.7,942,10792.19,116.35,5346.58,4659.1,3030,38.00048,150.7,8.6762,215.5,3272.622,2034.042857,170.27,1474,7742,27.88574812,2260.5,87.35361191,790,5517,1463,22200,873.4,98.4,61.11584286,100.6,7558.02,168393836617,721.831,7.5,56591.7,19367,277729510705,1783.208,30947,100.2,46431
2022-11-01 00:00:00,12700,222,3578.2,1096.5,16439.456,169.4,2.7,75636.5,19903.4,82591.1,3010.0365,30419.53,361.2,1318.5166,98218,18560.59099,39717,142771,1105.8,5511.3,63060,6339,3749.6,72.4,603.29,3.7,34181,16144,5.449,26172,147.5,4725,1297.2,1297.2,79.5,203.3,3751.705,459.7,449.5,884,11374.08,136.61,5928.3,5384.06,3125,40.84476,148.6,5.449,219,3365.745,2197.44,167.7,1671,8597,27.79682238,2383.75,87.86131025,926,5839,1355,25630,809.4,100,60.85299524,100.5,8028.99,140752000866,708.555,7.5,56033.97223,16956,147308483058,1928.91,31120,100.4,48314
2022-12-01 00:00:00,12700,222.2,4201.1,1175.2,17416.076,169.9,2.8,76873.3,20224.9,83450.1,3466.939,31196.01,363.4,1518.6582,97588,19662.5,40507,145837,1043.6,5562.6,88468,6458,3749.6,72.1,608.87,3.7,34641,18024,9.449,23768,147.2,4618,1827.9,1827.9,79.5,217.9,3821.402,470.4,460,1029,11389.51,138.64,5719.93,5661.42,3159,48.95043,154.8,9.449,241.6,3796.31,2156.263636,162.56,1807,7164,29.6023883,2439.13,86.5686694,923.5,6048,1515,28967.5,757.4,100.9,65.81498696,100.2,8429.4,132194040369,703.974,7.5,57372.8,17692,144185919071,2130.28,33343,100.8,47671
